"configuration","problem","model","data_file","status","time","flatBoolVars","flatIntConstraints","initTime","eliminatedImplications","evaluatedHalfReifiedConstraints","solutions","restarts","variables","peakDepth","propagations","flatBoolConstraints","method","run","objective","paths","flatIntVars","failures","nSolutions","nodes","propagators","solveTime","flatTime"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta60_5a_alloc1.dzn","SATISFIED","601.5508549232036","39957","44566","0.532808","1600","41507","36","0","43066","283","4135873156","20725","minimize","results","607","0","3108","362953","36","732255","63690","596.808","3.19401"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta50_2a_alloc1.dzn","OPTIMAL_SOLUTION","8.666020991280675","19908","23575","0.269298","1260","21138","78","0","22376","588","19629138","10560","minimize","results","-14822","0","2468","3641","78","25080","32874","6.19579","1.74208"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta75_7a_alloc1.dzn","OPTIMAL_SOLUTION","406.95946601219475","206579","218791","3.02331","4200","210679","163","0","214797","1517","574599886","105200","minimize","results","-14038","0","8218","22436","163","145390","319790","383.593","15.5798"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta78_8a_alloc3.dzn","SATISFIED","605.8106721621007","206560","218772","","4200","210660","","","","","","105200","minimize","results","1040","0","8211","","7","","","","15.2736"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta39_3a_alloc1.dzn","OPTIMAL_SOLUTION","6.661286327987909","14961","17729","0.198781","960","15891","89","0","16829","450","16279527","7935","minimize","results","-21583","0","1867","3615","89","24125","24703","4.74066","1.35361"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta41_3a_alloc1.dzn","SATISFIED","600.8070146013051","19908","23576","0.29138","1260","21138","33","0","22376","338","4415284743","10560","minimize","results","-8077","0","2468","675595","33","1355438","32875","598.19","1.81287"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta60_5a_alloc1.dzn","OPTIMAL_SOLUTION","21.66336988657713","39956","44566","0.569319","1600","41506","84","0","43070","618","41682202","20725","minimize","results","-7197","0","3114","4953","84","31153","63690","16.2226","3.8522"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta80_5a_alloc1.dzn","SATISFIED","605.922836150974","206561","218771","","4200","210661","","","","","","105200","minimize","results","-2911","0","8210","","16","","","","17.498"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta75_6a_alloc1.dzn","SATISFIED","605.460046172142","206579","218822","","4200","210679","","","","","","105200","minimize","results","-47280","0","8242","","192","","","","15.3962"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta65_4a_alloc3.dzn","SATISFIED","602.0123606268317","53218","59327","0.72628","2100","55268","18","0","57327","283","2701912086","27600","minimize","results","-3864","0","4109","322342","18","646675","84826","595.695","4.3148"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta70_5a_alloc3.dzn","SATISFIED","602.1158454623073","53218","59327","0.732783","2100","55268","9","0","57327","306","3618592508","27600","minimize","results","1461","0","4108","272777","9","547339","84826","595.553","4.45866"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta76_9a_alloc3.dzn","SATISFIED","606.011861756444","206558","218772","","4200","210658","","","","","","105200","minimize","results","-1165","0","8214","","10","","","","17.1911"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta74_8a_alloc3.dzn","OPTIMAL_SOLUTION","319.8921675439924","206574","218787","3.11381","4200","210674","134","0","214794","1376","377351495","105200","minimize","results","-12545","0","8220","17240","134","110701","319786","294.683","17.0738"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta74_8a_alloc3.dzn","SATISFIED","606.4595453999937","206574","218787","","4200","210674","","","","","","105200","minimize","results","-1870","0","8213","","11","","","","17.1313"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta54_5a_alloc2.dzn","OPTIMAL_SOLUTION","146.5154725406319","39955","44565","0.519414","1600","41505","213","0","43065","750","820387062","20725","minimize","results","-36991","0","3109","87450","213","247013","63689","141.996","3.15889"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta72_10a_alloc2.dzn","UNKNOWN","605.9690738096833","206561","218776","","4200","210661","","","","","","105200","minimize","results","","0","8214","","0","","","","15.8033"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta48_2a_alloc3.dzn","OPTIMAL_SOLUTION","73.04639218002558","19907","23573","0.263644","1260","21137","13","0","22373","240","569081385","10560","minimize","results","0","0","2465","75300","13","152511","32872","70.6442","1.67017"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta71_9a_alloc1.dzn","SATISFIED","605.8995529469103","206561","218774","","4200","210661","","","","","","105200","minimize","results","1203","0","8212","","14","","","","17.1815"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta39_2a_alloc3.dzn","OPTIMAL_SOLUTION","5.562299661338329","14961","17731","0.205217","960","15891","8","0","16830","207","25250524","7935","minimize","results","0","0","1869","4232","8","9522","24705","3.68778","1.33238"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta59_5a_alloc2.dzn","OPTIMAL_SOLUTION","25.037045437842607","39955","44565","0.666983","1600","41505","88","0","43069","636","52730469","20725","minimize","results","-7315","0","3114","5405","88","34335","63689","19.3262","3.97182"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta77_7a_alloc2.dzn","SATISFIED","605.6998906265944","206560","218771","","4200","210660","","","","","","105200","minimize","results","756","0","8210","","14","","","","15.7257"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta57_3a_alloc3.dzn","SATISFIED","601.5425334181637","39955","44570","0.534472","1600","41505","27","0","43069","308","3438291296","20725","minimize","results","1","0","3114","319769","27","644479","63694","596.572","3.43131"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta77_7a_alloc3.dzn","SATISFIED","605.5586081650108","206560","218815","","4200","210660","","","","","","105200","minimize","results","1564","0","8254","","34","","","","15.8297"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta79_10a_alloc2.dzn","OPTIMAL_SOLUTION","280.5352184586227","206583","218798","3.5394","4200","210683","129","0","214807","1285","302761789","105200","minimize","results","-9776","0","8224","15557","129","100553","319797","253.467","17.5968"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta73_5a_alloc2.dzn","SATISFIED","605.8411724939942","206562","218772","","4200","210662","","","","","","105200","minimize","results","-71195","0","8209","","259","","","","15.3353"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta73_8a_alloc2.dzn","SATISFIED","605.8213720899075","206563","218776","","4200","210663","","","","","","105200","minimize","results","-2166","0","8213","","10","","","","15.7451"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta56_3a_alloc2.dzn","SATISFIED","601.4819521773607","39953","44560","0.5263","1600","41503","22","0","43060","282","4129360861","20725","minimize","results","1","0","3106","377752","22","759326","63684","596.831","3.17215"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta75_10a_alloc3.dzn","SATISFIED","605.6580801736563","206558","218772","","4200","210658","","","","","","105200","minimize","results","2214","0","8213","","13","","","","15.6415"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta40_3a_alloc1.dzn","SATISFIED","600.5811898428947","14962","17729","0.197554","960","15892","28","0","16829","244","4835626117","7935","minimize","results","2","0","1866","837050","28","1677837","24703","598.667","1.33111"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta74_9a_alloc2.dzn","SATISFIED","605.8927842751145","206560","218847","","4200","210660","","","","","","105200","minimize","results","1138","0","8286","","19","","","","15.5353"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta46_2a_alloc1.dzn","SATISFIED","600.7053544502705","19907","23574","0.263669","1260","21137","43","0","22374","392","4389645699","10560","minimize","results","-9642","0","2467","671103","43","1348719","32873","598.342","1.65821"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta53_5a_alloc2.dzn","SATISFIED","601.5022706594318","39956","44587","0.53469","1600","41506","62","0","43086","289","2891675391","20725","minimize","results","73","0","3130","315259","62","641460","63711","596.67","3.33497"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta71_8a_alloc2.dzn","SATISFIED","606.0179936476052","206561","218831","","4200","210661","","","","","","105200","minimize","results","746","0","8269","","23","","","","15.8247"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta41_2a_alloc1.dzn","OPTIMAL_SOLUTION","3.9284417387098074","19908","23578","0.258137","1260","21138","19","0","22377","228","6518106","10560","minimize","results","0","0","2469","1123","19","4925","32877","1.61659","1.66048"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta74_5a_alloc1.dzn","SATISFIED","605.6895493194461","206560","218791","","4200","210660","","","","","","105200","minimize","results","438","0","8230","","18","","","","15.675"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta41_2a_alloc2.dzn","OPTIMAL_SOLUTION","9.480525728315115","19908","23575","0.276869","1260","21138","75","0","22376","600","20057924","10560","minimize","results","-15462","0","2468","3756","75","26158","32874","6.9137","1.79521"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta57_4a_alloc2.dzn","SATISFIED","601.5908391457051","39955","44564","0.61764","1600","41505","25","0","43064","250","2814026307","20725","minimize","results","-3348","0","3109","465358","25","932781","63688","596.502","3.5042"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta31_2a_alloc1.dzn","OPTIMAL_SOLUTION","7.4647057596594095","14961","17732","0.20851","960","15891","106","0","16831","450","17298982","7935","minimize","results","-22600","0","1870","4307","106","29424","24706","5.54005","1.35532"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta69_5a_alloc1.dzn","OPTIMAL_SOLUTION","35.97865788824856","53218","59328","0.795477","2100","55268","93","0","57332","818","68867924","27600","minimize","results","-9783","0","4114","6874","93","46225","84827","29.0956","4.72661"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta59_3a_alloc3.dzn","OPTIMAL_SOLUTION","46.37834701500833","39955","44563","0.538701","1600","41505","203","0","43063","750","149629002","20725","minimize","results","-36864","0","3107","15241","203","99601","63687","41.6885","3.24701"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta32_2a_alloc2.dzn","OPTIMAL_SOLUTION","3.1509722769260406","14962","17732","0.19057","960","15892","20","0","16831","191","6361262","7935","minimize","results","0","0","1869","1315","20","4953","24706","1.31171","1.31411"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta50_2a_alloc3.dzn","SATISFIED","600.8514090497047","19908","23575","0.27358","1260","21138","42","0","22375","372","4116040620","10560","minimize","results","-8796","0","2467","630786","42","1268074","32874","598.184","1.81747"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta76_8a_alloc2.dzn","SATISFIED","606.037434592843","206558","218828","","4200","210658","","","","","","105200","minimize","results","975","0","8269","","5","","","","15.6653"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta80_10a_alloc3.dzn","OPTIMAL_SOLUTION","272.7454697545618","206561","218776","3.40377","4200","210661","129","0","214785","1276","305790797","105200","minimize","results","-9543","0","8224","15601","129","100652","319775","247.888","16.643899"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta31_3a_alloc2.dzn","OPTIMAL_SOLUTION","7.6491152960807085","14961","17729","0.200185","960","15891","106","0","16829","450","18266057","7935","minimize","results","-22600","0","1867","4490","106","29899","24703","5.73446","1.34922"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta32_3a_alloc2.dzn","SATISFIED","600.6175085026771","14962","17729","0.195203","960","15892","27","0","16829","216","4753208424","7935","minimize","results","5","0","1866","821401","27","1646287","24703","598.658","1.34161"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta58_4a_alloc1.dzn","OPTIMAL_SOLUTION","32.147923259064555","39957","44580","0.526743","1600","41507","161","0","43079","750","97997266","20725","minimize","results","-39085","0","3122","10564","161","69859","63704","27.5491","3.2188"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta36_3a_alloc3.dzn","SATISFIED","600.6416958440095","14962","17730","0.198777","960","15892","31","0","16830","230","4436756182","7935","minimize","results","-5244","0","1868","924615","31","1851856","24704","598.67","1.32936"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta72_6a_alloc3.dzn","OPTIMAL_SOLUTION","385.93730933591723","206561","218772","3.13329","4200","210661","183","0","214777","1409","488991736","105200","minimize","results","-15976","0","8216","22393","183","148153","319771","361.453","16.535699"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta62_4a_alloc1.dzn","SATISFIED","602.1155061814934","53216","59325","0.794728","2100","55266","24","0","57325","336","2654919625","27600","minimize","results","-5388","0","4109","315482","24","634260","84824","595.481","4.52469"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta76_6a_alloc2.dzn","SATISFIED","605.7561003584415","206558","218768","","4200","210658","","","","","","105200","minimize","results","1412","0","8209","","28","","","","15.7202"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta72_7a_alloc1.dzn","SATISFIED","605.9710147045553","206561","218817","","4200","210661","","","","","","105200","minimize","results","-11749","0","8255","","14","","","","15.4754"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta56_4a_alloc2.dzn","OPTIMAL_SOLUTION","34.47871198132634","39953","44576","0.537459","1600","41503","165","0","43075","750","110348221","20725","minimize","results","-37948","0","3122","11562","165","77314","63700","29.8814","3.1898"
"Median_Gecode_BB",".","jobshop_gini.mzn","dzn/ta74_6a_alloc1.dzn","SATISFIED","605.6807237267494","206560","218771","","4200","210660","","","","","","105200","minimize","results","-1896","0","8211","","8","","","","16.3811"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/mindis_ta74_9a_alloc2.dzn","SATISFIED","605.9668347090483","206560","218773","","4200","210660","","","","","","105200","minimize","results","1161","0","8212","","22","","","","15.523"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta80_7a_alloc1.dzn","SATISFIED","605.713172191754","206561","218817","","4200","210661","","","","","","105200","minimize","results","-55721","0","8255","","229","","","","15.4172"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta54_4a_alloc3.dzn","OPTIMAL_SOLUTION","39.26084699854255","39955","44564","0.544102","1600","41505","200","0","43064","750","140781515","20725","minimize","results","-36991","0","3108","13785","200","96882","63688","34.7394","3.12561"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/maxeff_ta59_3a_alloc3.dzn","OPTIMAL_SOLUTION","43.06270205229521","39955","44571","0.543586","1600","41505","203","0","43070","750","141257112","20725","minimize","results","-36864","0","3115","13988","203","97097","63695","38.2031","3.36072"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta80_9a_alloc3.dzn","SATISFIED","605.4405475966632","206571","218785","","4200","210671","","","","","","105200","minimize","results","-59267","0","8213","","267","","","","15.7311"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta73_5a_alloc1.dzn","SATISFIED","605.8870252668858","206562","218793","","4200","210662","","","","","","105200","minimize","results","1462","0","8230","","30","","","","15.7359"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta66_4a_alloc3.dzn","SATISFIED","602.0693301223218","53217","59339","0.800332","2100","55267","107","0","57338","376","3144081282","27600","minimize","results","3","0","4121","230193","107","483767","84838","595.709","4.29468"
"Gecode_BB",".","jobshop_gini.mzn","new_dzn/maxeff_ta75_8a_alloc2.dzn","SATISFIED","605.8202114980668","206558","218771","","4200","210658","","","","","","105200","minimize","results","-32133","0","8212","","89","","","","15.796"
"Median_Gecode_Decomp",".","jobshop_gini.mzn","dzn/ta58_5a_alloc3.dzn","OPTIMAL_SOLUTION","18.05318214558065","39957","44567","0.530054","1600","41507","88","0","43071","643","45399538","20725","minimize","results","-7647","0","3114","5139","88","32818","63691","13.4997","3.19766"
"Gecode_Decomp",".","jobshop_gini.mzn","new_dzn/mindis_ta77_5a_alloc2.dzn","SATISFIED","606.0674071479589","206559","218790","","4200","210659","","","","","","105200","minimize","results","716","0","8230","","55","","","","16.2358"
